,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,margin,TeamID_W,TeamName_W,FirstD1Season_W,LastD1Season_W
433,2009,143,1163,72,1345,60,N,0,25,56,3,8,19,30,14,34,19,13,6,6,12,12,1163,Connecticut,1985,2019
434,2009,143,1281,102,1272,91,N,0,33,62,6,16,30,45,12,25,17,12,9,3,24,11,1281,Missouri,1985,2019
435,2009,143,1338,60,1462,55,N,0,22,65,4,15,12,19,18,26,9,9,9,3,13,5,1338,Pittsburgh,1985,2019
436,2009,143,1437,77,1181,54,N,0,27,64,4,18,19,23,13,36,9,12,5,5,23,23,1437,Villanova,1985,2019
437,2009,144,1257,103,1112,64,N,0,38,66,14,29,13,14,11,25,29,9,10,3,15,39,1257,Louisville,1985,2019
438,2009,144,1277,67,1242,62,N,0,23,59,5,15,16,17,13,18,17,13,13,2,16,5,1277,Michigan St,1985,2019
439,2009,144,1314,98,1211,77,N,0,36,68,11,19,15,27,11,31,23,9,8,4,17,21,1314,North Carolina,1985,2019
440,2009,144,1328,84,1393,71,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14,13,1328,Oklahoma,1985,2019
441,2009,145,1163,82,1281,75,N,0,27,53,2,12,26,32,11,36,15,17,3,8,13,7,1163,Connecticut,1985,2019
442,2009,145,1437,78,1338,76,N,0,25,56,6,20,22,23,13,20,9,13,6,5,24,2,1437,Villanova,1985,2019
443,2009,146,1277,64,1257,52,N,0,24,52,8,16,8,11,13,24,19,12,7,1,22,12,1277,Michigan St,1985,2019
444,2009,146,1314,72,1328,60,N,0,26,51,5,14,15,16,6,21,13,12,9,2,19,12,1314,North Carolina,1985,2019
445,2009,152,1277,82,1163,73,N,0,31,72,6,19,14,20,18,24,18,11,11,3,25,9,1277,Michigan St,1985,2019
446,2009,152,1314,83,1437,69,N,0,25,62,11,22,22,37,14,34,16,12,6,6,20,14,1314,North Carolina,1985,2019
447,2009,154,1314,89,1277,72,N,0,28,61,5,12,28,40,11,24,13,7,9,0,22,17,1314,North Carolina,1985,2019
448,2010,134,1115,61,1457,44,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16,17,1115,Ark Pine Bluff,1999,2019
449,2010,136,1124,68,1358,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,9,1124,Baylor,1985,2019
450,2010,136,1139,77,1431,59,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13,18,1139,Butler,1985,2019
451,2010,136,1140,99,1196,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,7,1140,BYU,1985,2019
452,2010,136,1242,90,1250,74,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18,16,1242,Kansas,1985,2019
453,2010,136,1243,82,1317,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,20,1243,Kansas St,1985,2019
454,2010,136,1246,100,1190,71,N,0,31,60,15,33,23,34,11,33,27,14,8,11,24,29,1246,Kentucky,1985,2019
455,2010,136,1293,66,1435,65,N,0,25,60,7,15,9,17,15,24,13,11,4,4,21,1,1293,Murray St,1985,2019
456,2010,136,1307,62,1285,57,N,0,22,53,5,20,13,23,10,21,14,6,8,3,14,5,1307,New Mexico,1985,2019
457,2010,136,1320,69,1424,66,N,0,20,45,9,19,20,23,13,22,11,16,7,2,16,3,1320,Northern Iowa,1985,2019
458,2010,136,1325,97,1207,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,14,1325,Ohio,1985,2019
459,2010,136,1330,51,1323,50,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9,1,1330,Old Dominion,1985,2019
460,2010,136,1388,80,1350,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,9,1388,St Mary's CA,1985,2019
461,2010,136,1397,62,1361,59,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19,3,1397,Tennessee,1985,2019
462,2010,136,1437,73,1352,70,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19,3,1437,Villanova,1985,2019
463,2010,136,1448,81,1400,80,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24,1,1448,Wake Forest,1985,2019
464,2010,136,1449,80,1266,78,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15,2,1449,Washington,1985,2019
465,2010,137,1143,77,1257,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,15,1143,California,1985,2019
466,2010,137,1165,78,1396,65,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12,13,1165,Cornell,1985,2019
467,2010,137,1181,73,1115,44,N,0,24,47,6,13,19,28,13,28,12,14,5,4,12,29,1181,Duke,1985,2019
468,2010,137,1210,64,1329,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,5,1210,Georgia Tech,1985,2019
469,2010,137,1211,67,1199,60,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19,7,1211,Gonzaga,1985,2019
470,2010,137,1268,89,1222,77,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20,12,1268,Maryland,1985,2019
471,2010,137,1277,70,1308,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,3,1277,Michigan St,1985,2019
472,2010,137,1281,86,1155,78,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16,8,1281,Missouri,1985,2019
473,2010,137,1326,68,1364,51,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12,17,1326,Ohio St,1985,2019
474,2010,137,1338,89,1324,66,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26,23,1338,Pittsburgh,1985,2019
475,2010,137,1345,72,1373,64,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14,8,1345,Purdue,1985,2019
476,2010,137,1393,79,1436,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,1393,Syracuse,1985,2019
477,2010,137,1401,69,1429,53,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13,16,1401,Texas A&M,1985,2019
478,2010,137,1452,77,1288,50,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16,27,1452,West Virginia,1985,2019
479,2010,137,1458,53,1459,49,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14,4,1458,Wisconsin,1985,2019
480,2010,137,1462,65,1278,54,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16,11,1462,Xavier,1985,2019
481,2010,138,1124,76,1330,68,N,0,28,54,8,20,12,17,11,19,15,13,8,6,19,8,1124,Baylor,1985,2019
482,2010,138,1139,54,1293,52,N,0,18,50,7,20,11,19,7,15,10,6,6,1,14,2,1139,Butler,1985,2019
483,2010,138,1243,84,1140,72,N,0,23,56,11,27,27,30,15,24,14,15,7,3,20,12,1243,Kansas St,1985,2019
484,2010,138,1246,90,1448,60,N,0,38,63,7,21,7,17,14,28,21,11,6,6,21,30,1246,Kentucky,1985,2019
485,2010,138,1320,69,1242,67,N,0,22,55,9,26,16,19,11,19,11,9,9,1,16,2,1320,Northern Iowa,1985,2019
486,2010,138,1388,75,1437,68,N,0,24,48,7,19,20,26,6,27,6,12,2,3,12,7,1388,St Mary's CA,1985,2019
487,2010,138,1397,83,1325,68,N,0,34,60,5,14,10,18,11,30,21,16,8,3,22,15,1397,Tennessee,1985,2019
488,2010,138,1449,82,1307,64,N,0,32,66,8,17,10,20,12,28,21,5,6,7,18,18,1449,Washington,1985,2019
489,2010,139,1165,87,1458,69,N,0,33,54,8,15,13,16,9,20,14,8,8,1,14,18,1165,Cornell,1985,2019
490,2010,139,1181,68,1143,53,N,0,27,57,3,17,11,17,11,23,11,5,4,5,15,15,1181,Duke,1985,2019
491,2010,139,1277,85,1268,83,N,0,32,58,10,18,11,14,13,29,18,19,3,5,19,2,1277,Michigan St,1985,2019
492,2010,139,1326,75,1210,66,N,0,25,51,8,21,17,23,7,22,17,18,8,3,17,9,1326,Ohio St,1985,2019
493,2010,139,1345,63,1401,61,N,1,26,63,6,17,5,6,5,34,11,12,12,6,18,2,1345,Purdue,1985,2019
494,2010,139,1393,87,1211,65,N,0,29,53,12,25,17,23,8,30,17,15,4,2,17,22,1393,Syracuse,1985,2019
495,2010,139,1452,68,1281,59,N,0,19,47,5,15,25,33,13,28,12,10,4,5,16,9,1452,West Virginia,1985,2019
496,2010,139,1462,71,1338,68,N,0,24,50,8,16,15,23,5,26,9,7,4,3,16,3,1462,Xavier,1985,2019
497,2010,143,1139,63,1393,59,N,0,21,52,6,24,15,21,5,23,9,7,13,2,15,4,1139,Butler,1985,2019
498,2010,143,1243,101,1462,96,N,2,37,78,8,19,19,29,16,24,19,12,5,11,25,5,1243,Kansas St,1985,2019
499,2010,143,1246,62,1165,45,N,0,22,50,2,16,16,26,13,28,15,13,12,6,17,17,1246,Kentucky,1985,2019
500,2010,143,1452,69,1449,56,N,0,26,65,4,15,13,17,23,26,14,23,11,4,15,13,1452,West Virginia,1985,2019
501,2010,144,1124,72,1388,49,N,0,28,61,8,17,8,10,15,26,14,7,8,1,9,23,1124,Baylor,1985,2019
502,2010,144,1181,70,1345,57,N,0,22,55,6,15,20,24,16,32,11,14,4,2,20,13,1181,Duke,1985,2019
503,2010,144,1277,59,1320,52,N,0,19,44,7,19,14,19,6,26,15,10,8,3,19,7,1277,Michigan St,1985,2019
504,2010,144,1397,76,1326,73,N,0,30,64,4,15,12,15,20,21,15,16,6,3,20,3,1397,Tennessee,1985,2019
505,2010,145,1139,63,1243,56,N,0,21,46,7,15,14,20,12,29,9,20,7,1,16,7,1139,Butler,1985,2019
506,2010,145,1452,73,1246,66,N,0,20,52,10,23,23,34,10,26,14,12,5,6,22,7,1452,West Virginia,1985,2019
507,2010,146,1181,78,1124,71,N,0,22,61,11,23,23,29,23,20,15,11,7,0,15,7,1181,Duke,1985,2019
508,2010,146,1277,70,1397,69,N,0,24,52,6,18,16,21,13,14,12,11,8,8,20,1,1277,Michigan St,1985,2019
509,2010,152,1139,52,1277,50,N,0,15,49,5,21,17,24,11,21,5,8,12,2,17,2,1139,Butler,1985,2019
510,2010,152,1181,78,1452,57,N,0,29,55,13,25,7,9,11,18,20,6,5,1,16,21,1181,Duke,1985,2019
511,2010,154,1181,61,1139,59,N,0,23,52,5,17,10,16,11,26,12,12,5,7,14,2,1181,Duke,1985,2019
512,2011,134,1155,70,1412,52,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,1155,Clemson,1985,2019
513,2011,134,1421,81,1114,77,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25,4,1421,UNC Asheville,1987,2019
514,2011,135,1427,70,1106,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,9,1427,UT San Antonio,1985,2019
515,2011,135,1433,59,1425,46,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24,13,1433,VA Commonwealth,1985,2019
516,2011,136,1139,60,1330,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,2,1139,Butler,1985,2019
517,2011,136,1140,74,1459,66,N,0,24,61,6,22,20,24,10,29,14,10,9,1,22,8,1140,BYU,1985,2019
518,2011,136,1153,78,1281,63,N,0,29,54,4,11,16,22,13,23,14,11,3,2,15,15,1153,Cincinnati,1985,2019
519,2011,136,1163,81,1137,52,N,0,32,66,9,24,8,9,13,36,20,6,5,6,13,29,1163,Connecticut,1985,2019
520,2011,136,1196,79,1364,51,N,0,29,53,8,23,13,17,9,26,22,12,11,2,15,28,1196,Florida,1985,2019
521,2011,136,1211,86,1385,71,N,0,28,52,9,15,21,26,12,31,20,15,6,2,15,15,1211,Gonzaga,1985,2019
522,2011,136,1243,73,1429,68,N,0,22,54,5,17,24,28,12,21,14,11,2,1,17,5,1243,Kansas St,1985,2019
523,2011,136,1246,59,1343,57,N,0,24,47,5,11,6,11,6,20,12,9,5,7,8,2,1246,Kentucky,1985,2019
524,2011,136,1287,62,1257,61,N,0,21,57,9,19,11,18,17,24,11,18,12,1,13,1,1287,Morehead St,1985,2019
525,2011,136,1338,74,1421,51,N,0,25,59,8,19,16,25,22,28,18,12,4,1,16,23,1338,Pittsburgh,1985,2019
526,2011,136,1350,69,1435,66,N,0,26,56,12,24,5,12,10,17,14,3,4,9,18,3,1350,Richmond,1985,2019
527,2011,136,1361,68,1294,50,N,0,27,66,9,22,5,8,15,30,11,4,5,5,8,18,1361,San Diego St,1985,2019
528,2011,136,1396,66,1336,64,N,0,24,49,5,18,13,15,8,20,10,10,6,5,13,2,1396,Temple,1985,2019
529,2011,136,1417,78,1277,76,N,0,22,48,4,11,30,47,13,26,13,16,7,8,20,2,1417,UCLA,1985,2019
530,2011,136,1452,84,1155,76,N,0,27,55,5,13,25,31,14,23,15,11,6,1,21,8,1452,West Virginia,1985,2019
531,2011,136,1458,72,1125,58,N,0,20,40,12,22,20,25,6,27,13,13,3,2,17,14,1458,Wisconsin,1985,2019
532,2011,137,1112,77,1272,75,N,0,23,50,5,19,26,31,8,21,11,14,8,2,21,2,1112,Arizona,1985,2019
533,2011,137,1181,87,1214,45,N,0,32,60,9,19,14,16,9,29,17,9,9,4,11,42,1181,Duke,1985,2019
534,2011,137,1199,57,1401,50,N,0,20,43,4,15,13,20,6,29,14,13,6,10,17,7,1199,Florida St,1985,2019
535,2011,137,1206,61,1437,57,N,0,21,52,4,14,15,24,12,24,12,9,3,1,15,4,1206,George Mason,1985,2019
536,2011,137,1228,73,1424,62,N,0,28,47,7,13,10,14,5,28,21,15,3,2,17,11,1228,Illinois,1985,2019
537,2011,137,1242,72,1131,53,N,0,29,57,9,20,5,8,11,29,19,14,5,1,13,19,1242,Kansas,1985,2019
538,2011,137,1266,66,1462,55,N,0,24,45,5,12,13,19,5,21,13,15,6,2,18,11,1266,Marquette,1985,2019
539,2011,137,1276,75,1397,45,N,0,33,64,9,26,0,1,12,24,20,11,5,2,17,30,1276,Michigan,1985,2019
540,2011,137,1314,102,1254,87,N,0,34,67,3,17,31,42,12,42,21,18,3,10,19,15,1314,North Carolina,1985,2019
541,2011,137,1323,69,1103,56,N,0,21,47,7,17,20,26,6,35,16,14,5,5,11,13,1323,Notre Dame,1985,2019
542,2011,137,1326,75,1427,46,N,0,29,52,12,24,5,8,11,24,26,13,5,3,9,29,1326,Ohio St,1985,2019
543,2011,137,1345,65,1389,43,N,0,23,54,5,15,14,17,14,33,12,16,7,3,13,22,1345,Purdue,1985,2019
544,2011,137,1393,77,1232,60,N,0,23,44,7,16,24,31,9,26,17,15,8,4,16,17,1393,Syracuse,1985,2019
545,2011,137,1400,85,1324,81,N,0,30,63,4,9,21,26,15,27,14,10,4,9,14,4,1400,Texas,1985,2019
546,2011,137,1433,74,1207,56,N,0,18,44,12,25,26,39,8,22,14,6,7,4,16,18,1433,VA Commonwealth,1985,2019
547,2011,137,1449,68,1208,65,N,0,26,60,4,18,12,14,11,18,10,5,6,1,19,3,1449,Washington,1985,2019
548,2011,138,1139,71,1338,70,N,0,24,52,12,27,11,14,5,17,12,6,2,2,18,1,1139,Butler,1985,2019
549,2011,138,1140,89,1211,67,N,0,31,59,14,28,13,15,4,23,17,8,10,6,19,22,1140,BYU,1985,2019
550,2011,138,1163,69,1153,58,N,0,19,44,6,16,25,30,9,26,10,9,3,3,13,11,1163,Connecticut,1985,2019
551,2011,138,1196,73,1417,65,N,0,27,54,6,14,13,17,8,24,13,8,2,4,18,8,1196,Florida,1985,2019
552,2011,138,1246,71,1452,63,N,0,24,50,6,18,17,24,9,25,12,10,1,6,19,8,1246,Kentucky,1985,2019
553,2011,138,1350,65,1287,48,N,0,26,55,4,16,9,13,10,22,18,6,5,4,12,17,1350,Richmond,1985,2019
554,2011,138,1361,71,1396,64,N,2,28,65,6,11,9,9,13,29,13,13,6,6,14,7,1361,San Diego St,1985,2019
555,2011,138,1458,70,1243,65,N,0,21,50,9,20,19,23,10,20,12,5,4,2,18,5,1458,Wisconsin,1985,2019
556,2011,139,1112,70,1400,69,N,0,24,54,8,14,14,22,11,21,17,12,8,2,20,1,1112,Arizona,1985,2019
557,2011,139,1181,73,1276,71,N,0,25,49,5,20,18,25,10,23,12,11,1,2,18,2,1181,Duke,1985,2019
558,2011,139,1199,71,1323,57,N,0,22,48,9,19,18,25,9,31,15,12,2,9,18,14,1199,Florida St,1985,2019
559,2011,139,1242,73,1228,59,N,0,27,52,4,12,15,20,7,29,17,12,5,2,11,14,1242,Kansas,1985,2019
560,2011,139,1266,66,1393,62,N,0,21,51,5,11,19,23,12,18,15,14,11,1,13,4,1266,Marquette,1985,2019
561,2011,139,1314,86,1449,83,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9,3,1314,North Carolina,1985,2019
562,2011,139,1326,98,1206,66,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11,32,1326,Ohio St,1985,2019
563,2011,139,1433,94,1345,76,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13,18,1433,VA Commonwealth,1985,2019
564,2011,143,1112,93,1181,77,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21,16,1112,Arizona,1985,2019
565,2011,143,1139,61,1458,54,N,0,19,45,5,18,18,26,10,27,7,14,8,2,19,7,1139,Butler,1985,2019
566,2011,143,1163,74,1361,67,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16,7,1163,Connecticut,1985,2019
567,2011,143,1196,83,1140,74,N,1,31,65,11,34,10,22,10,35,23,15,8,5,12,9,1196,Florida,1985,2019
568,2011,144,1242,77,1350,57,N,0,30,63,9,19,8,10,15,28,20,9,7,3,14,20,1242,Kansas,1985,2019
569,2011,144,1246,62,1326,60,N,0,22,48,6,17,12,14,7,25,11,11,3,11,18,2,1246,Kentucky,1985,2019
570,2011,144,1314,81,1266,63,N,0,31,74,5,16,14,21,22,26,15,7,11,8,16,18,1314,North Carolina,1985,2019
571,2011,144,1433,72,1199,71,N,1,24,53,12,26,12,20,7,25,18,17,12,1,20,1,1433,VA Commonwealth,1985,2019
572,2011,145,1139,74,1196,71,N,1,24,60,9,33,17,27,16,25,8,10,2,1,20,3,1139,Butler,1985,2019
573,2011,145,1163,65,1112,63,N,0,23,56,5,17,14,18,11,20,10,5,5,6,15,2,1163,Connecticut,1985,2019
574,2011,146,1246,76,1314,69,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13,7,1246,Kentucky,1985,2019
575,2011,146,1433,71,1242,61,N,0,21,53,12,25,17,22,9,26,14,13,7,1,18,10,1433,VA Commonwealth,1985,2019
576,2011,152,1139,70,1433,62,N,0,21,59,8,23,20,26,16,32,8,9,5,2,16,8,1139,Butler,1985,2019
577,2011,152,1163,56,1246,55,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13,1,1163,Connecticut,1985,2019
578,2011,154,1163,53,1139,41,N,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,1163,Connecticut,1985,2019
579,2012,134,1140,78,1233,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,6,1140,BYU,1985,2019
580,2012,134,1443,59,1290,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,1,1443,WKU,1985,2019
581,2012,135,1378,65,1143,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,11,1378,South Florida,1985,2019
582,2012,135,1436,71,1249,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,12,1436,Vermont,1985,2019
583,2012,136,1124,68,1355,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,8,1124,Baylor,1985,2019
584,2012,136,1160,68,1424,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,4,1160,Colorado,1985,2019
585,2012,136,1211,77,1452,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,23,1211,Gonzaga,1985,2019
586,2012,136,1231,79,1308,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,13,1231,Indiana,1985,2019
587,2012,136,1235,77,1163,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,13,1235,Iowa St,1985,2019
588,2012,136,1243,70,1379,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,6,1243,Kansas St,1985,2019
589,2012,136,1246,81,1443,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,15,1246,Kentucky,1985,2019
590,2012,136,1257,69,1172,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,7,1257,Louisville,1985,2019
591,2012,136,1266,88,1140,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,20,1266,Marquette,1985,2019
592,2012,136,1293,58,1161,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,17,1293,Murray St,1985,2019
593,2012,136,1307,75,1253,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,7,1307,New Mexico,1985,2019
594,2012,136,1326,78,1259,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,1326,Ohio St,1985,2019
595,2012,136,1393,72,1421,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,7,1393,Syracuse,1985,2019
596,2012,136,1433,62,1455,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,3,1433,VA Commonwealth,1985,2019
597,2012,136,1435,79,1217,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,9,1435,Vanderbilt,1985,2019
598,2012,136,1458,73,1285,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,24,1458,Wisconsin,1985,2019
599,2012,137,1153,65,1400,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,6,1153,Cincinnati,1985,2019
600,2012,137,1166,58,1104,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,1,1166,Creighton,1985,2019
601,2012,137,1196,71,1438,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,26,1196,Florida,1985,2019
602,2012,137,1199,66,1382,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,3,1199,Florida St,1985,2019
603,2012,137,1207,74,1125,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,15,1207,Georgetown,1985,2019
604,2012,137,1242,65,1178,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,15,1242,Kansas,1985,2019
605,2012,137,1250,75,1181,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,5,1250,Lehigh,1985,2019
606,2012,137,1277,89,1254,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,1277,Michigan St,1985,2019
607,2012,137,1301,79,1361,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,14,1301,NC State,1985,2019
608,2012,137,1313,86,1281,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,2,1313,Norfolk St,1998,2019
609,2012,137,1314,77,1436,58,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10,19,1314,North Carolina,1985,2019
610,2012,137,1325,65,1276,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,5,1325,Ohio,1985,2019
611,2012,137,1345,72,1388,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,3,1345,Purdue,1985,2019
612,2012,137,1378,58,1396,44,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16,14,1378,South Florida,1985,2019
613,2012,137,1387,61,1272,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,7,1387,St Louis,1985,2019
614,2012,137,1462,67,1323,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,4,1462,Xavier,1985,2019
615,2012,138,1124,80,1160,63,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12,17,1124,Baylor,1985,2019
616,2012,138,1231,63,1433,61,N,0,24,46,6,13,9,11,8,28,13,22,6,2,13,2,1231,Indiana,1985,2019
617,2012,138,1246,87,1235,71,N,0,31,56,10,20,15,22,12,28,19,11,2,5,19,16,1246,Kentucky,1985,2019
618,2012,138,1257,59,1307,56,N,0,22,48,7,15,8,12,7,18,9,11,9,5,14,3,1257,Louisville,1985,2019
619,2012,138,1266,62,1293,53,N,0,21,55,4,15,16,21,5,31,11,12,7,4,11,9,1266,Marquette,1985,2019
620,2012,138,1326,73,1211,66,N,0,25,53,9,24,14,18,9,22,13,11,6,4,17,7,1326,Ohio St,1985,2019
621,2012,138,1393,75,1243,59,N,0,23,45,6,9,23,29,9,23,13,14,6,8,18,16,1393,Syracuse,1985,2019
622,2012,138,1458,60,1435,57,N,0,23,55,10,33,4,8,10,20,13,8,4,1,16,3,1458,Wisconsin,1985,2019
623,2012,139,1153,62,1199,56,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18,6,1153,Cincinnati,1985,2019
624,2012,139,1196,84,1313,50,N,0,28,53,10,28,18,25,13,35,13,13,4,4,12,34,1196,Florida,1985,2019
625,2012,139,1242,63,1345,60,N,0,21,62,6,24,15,23,21,23,10,7,6,4,18,3,1242,Kansas,1985,2019
626,2012,139,1277,65,1387,61,N,0,25,46,4,10,11,17,5,27,12,11,2,1,19,4,1277,Michigan St,1985,2019
627,2012,139,1301,66,1207,63,N,0,20,54,7,15,19,31,17,24,11,10,4,3,14,3,1301,NC State,1985,2019
628,2012,139,1314,87,1166,73,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8,14,1314,North Carolina,1985,2019
629,2012,139,1325,62,1378,56,N,0,17,43,9,18,19,25,7,18,10,9,9,1,19,6,1325,Ohio,1985,2019
630,2012,139,1462,70,1250,58,N,0,24,54,7,15,15,21,12,31,8,14,2,6,15,12,1462,Xavier,1985,2019
631,2012,143,1196,68,1266,58,N,0,24,59,7,27,13,15,10,32,15,11,5,9,15,10,1196,Florida,1985,2019
632,2012,143,1257,57,1277,44,N,0,21,55,9,23,6,11,11,28,15,10,9,7,11,13,1257,Louisville,1985,2019
633,2012,143,1326,81,1153,66,N,0,27,56,8,17,19,27,12,23,14,11,13,1,11,15,1326,Ohio St,1985,2019
634,2012,143,1393,64,1458,63,N,0,27,49,5,9,5,9,7,19,5,6,4,1,13,1,1393,Syracuse,1985,2019
635,2012,144,1124,75,1462,70,N,0,29,57,5,15,12,14,10,25,21,13,7,3,17,5,1124,Baylor,1985,2019
636,2012,144,1242,60,1301,57,N,0,24,64,1,14,11,20,20,30,13,14,9,11,14,3,1242,Kansas,1985,2019
637,2012,144,1246,102,1231,90,N,0,31,64,5,10,35,37,15,24,12,6,3,4,18,12,1246,Kentucky,1985,2019
638,2012,144,1314,73,1325,65,N,1,26,65,7,22,14,24,22,41,18,24,4,8,13,8,1314,North Carolina,1985,2019
639,2012,145,1257,72,1196,68,N,0,27,60,6,16,12,15,8,22,11,6,6,3,21,4,1257,Louisville,1985,2019
640,2012,145,1326,77,1393,70,N,0,21,51,4,13,31,42,14,25,10,12,4,3,20,7,1326,Ohio St,1985,2019
641,2012,146,1242,80,1314,67,N,0,29,63,4,14,18,24,11,30,14,8,9,3,16,13,1242,Kansas,1985,2019
642,2012,146,1246,82,1124,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,12,1246,Kentucky,1985,2019
643,2012,152,1242,64,1326,62,N,0,25,56,3,11,11,14,12,30,14,17,5,8,15,2,1242,Kansas,1985,2019
644,2012,152,1246,69,1257,61,N,0,28,49,2,7,11,20,6,27,9,14,7,7,14,8,1246,Kentucky,1985,2019
645,2012,154,1246,67,1242,59,N,0,23,56,6,14,15,21,12,31,12,11,4,11,15,8,1246,Kentucky,1985,2019
646,2013,134,1299,73,1251,72,N,0,27,52,8,18,11,19,6,27,10,8,6,4,19,1,1299,NC A&T,1985,2019
647,2013,134,1388,67,1292,54,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15,13,1388,St Mary's CA,1985,2019
648,2013,135,1241,68,1254,55,N,0,26,56,8,23,8,12,14,25,17,11,3,10,16,13,1241,James Madison,1985,2019
649,2013,135,1247,80,1129,71,N,0,31,49,11,21,7,12,3,19,16,10,4,1,16,9,1247,La Salle,1985,2019
